,Week,Date,Player,Team,Opponent,Cup,Position,Started_Sub,Minutes,Pts_Play,Frees/Sideline,Goals_Play
455,3.0,2023-02-26,Padraig Fitzgerald,Waterford,Antrim,League,HF,Sub,16,1.0,,
456,3.0,2023-02-26,Colin Dunford,Waterford,Antrim,League,M,Sub,4,,,
457,3.0,2023-02-26,Eoin Murphy,Kilkenny,Laois,League,G,Started,70,1.0,,
458,3.0,2023-02-26,Niall Rowe,Kilkenny,Laois,League,FB,Started,70,,,
459,3.0,2023-02-26,Conor Delaney,Kilkenny,Laois,League,FB,Started,70,,,
460,3.0,2023-02-26,Padraig Walsh,Kilkenny,Laois,League,FB,Started,70,1.0,,
461,3.0,2023-02-26,Tommy Walsh,Kilkenny,Laois,League,HB,Started,35,1.0,,
462,3.0,2023-02-26,Richie Reid,Kilkenny,Laois,League,HB,Started,70,,,
463,3.0,2023-02-26,Cillian Buckley,Kilkenny,Laois,League,HB,Started,70,1.0,,
464,3.0,2023-02-26,Paddy Deegan,Kilkenny,Laois,League,M,Started,70,2.0,,
465,3.0,2023-02-26,Paddy Mullen,Kilkenny,Laois,League,M,Started,46,2.0,,
466,3.0,2023-02-26,Billy Ryan,Kilkenny,Laois,League,HF,Started,70,2.0,,
467,3.0,2023-02-26,John Donnelly,Kilkenny,Laois,League,HF,Started,62,3.0,,
468,3.0,2023-02-26,Eoin Cody,Kilkenny,Laois,League,HF,Started,70,2.0,2.0,
469,3.0,2023-02-26,Billy Drennan,Kilkenny,Laois,League,FF,Started,56,3.0,8.0,
470,3.0,2023-02-26,Martin Keoghan,Kilkenny,Laois,League,FF,Started,70,4.0,,
471,3.0,2023-02-26,Gearoid Dunne,Kilkenny,Laois,League,FF,Started,51,1.0,,
472,3.0,2023-02-26,Shane Murphy,Kilkenny,Laois,League,HB,Sub,35,,,
473,3.0,2023-02-26,Alan Murphy,Kilkenny,Laois,League,M,Sub,24,1.0,,
474,3.0,2023-02-26,Timmy Clifford,Kilkenny,Laois,League,FF,Sub,19,,,
475,3.0,2023-02-26,Walter Walsh,Kilkenny,Laois,League,FF,Sub,14,,,
476,3.0,2023-02-26,Cian Kenny,Kilkenny,Laois,League,HF,Sub,8,,,
477,4.0,2023-03-12,Eoin Murphy,Kilkenny,Dublin,League,G,Started,35,,,
478,4.0,2023-03-12,Tommy Walsh,Kilkenny,Dublin,League,FB,Started,70,,,
479,4.0,2023-03-12,Conor Delaney,Kilkenny,Dublin,League,FB,Started,70,,,
480,4.0,2023-03-12,Padraig Walsh,Kilkenny,Dublin,League,FB,Started,70,2.0,,
481,4.0,2023-03-12,Cian Kenny,Kilkenny,Dublin,League,HB,Started,70,1.0,,
482,4.0,2023-03-12,Richie Reid,Kilkenny,Dublin,League,HB,Started,70,,,
483,4.0,2023-03-12,Cillian Buckley,Kilkenny,Dublin,League,HB,Started,62,,,
484,4.0,2023-03-12,Conor Fogarty,Kilkenny,Dublin,League,M,Started,60,,,
485,4.0,2023-03-12,Paddy Mullen,Kilkenny,Dublin,League,M,Started,46,1.0,,
486,4.0,2023-03-12,Billy Ryan,Kilkenny,Dublin,League,HF,Started,70,2.0,,
487,4.0,2023-03-12,John Donnelly,Kilkenny,Dublin,League,HF,Started,70,1.0,,
488,4.0,2023-03-12,Paddy Deegan,Kilkenny,Dublin,League,HF,Started,70,3.0,,
489,4.0,2023-03-12,Billy Drennan,Kilkenny,Dublin,League,FF,Started,70,5.0,8.0,
490,4.0,2023-03-12,Martin Keoghan,Kilkenny,Dublin,League,FF,Started,35,,,
491,4.0,2023-03-12,Eoin Cody,Kilkenny,Dublin,League,FF,Started,70,2.0,,2.0
492,4.0,2023-03-12,Darren Brennan,Kilkenny,Dublin,League,GK,Sub,35,,,
493,4.0,2023-03-12,Walter Walsh,Kilkenny,Dublin,League,FF,Sub,35,,,
494,4.0,2023-03-12,Timmy Clifford,Kilkenny,Dublin,League,M,Sub,24,,,
495,4.0,2023-03-12,Ronan Corcoran,Kilkenny,Dublin,League,M,Sub,10,,,
496,4.0,2023-03-12,David Blanchfield,Kilkenny,Dublin,League,HB,Sub,8,,,
497,4.0,2023-03-12,Patrick Collins,Cork,Wexford,League,G,Started,70,,,
498,4.0,2023-03-12,Niall O Leary,Cork,Wexford,League,FB,Started,70,,,
499,4.0,2023-03-12,Eoin Downey,Cork,Wexford,League,FB,Started,70,,,
500,4.0,2023-03-12,Eoin Roche,Cork,Wexford,League,FB,Started,70,,,
501,4.0,2023-03-12,Ethan Twomey,Cork,Wexford,League,HB,Started,4,,,
502,4.0,2023-03-12,Ciaran Joyce,Cork,Wexford,League,HB,Started,70,,,
503,4.0,2023-03-12,Tommy O Connell,Cork,Wexford,League,HB,Started,70,,,
504,4.0,2023-03-12,Brian Roche,Cork,Wexford,League,M,Started,70,,,
505,4.0,2023-03-12,Luke Meade,Cork,Wexford,League,M,Started,49,,,
506,4.0,2023-03-12,Declan Dalton,Cork,Wexford,League,HF,Started,45,,,
507,4.0,2023-03-12,Conor Cahalane,Cork,Wexford,League,HF,Started,70,,,
508,4.0,2023-03-12,Shane Barrett,Cork,Wexford,League,HF,Started,70,3.0,,
509,4.0,2023-03-12,Shane Kingston,Cork,Wexford,League,FF,Started,70,1.0,7.0,
510,4.0,2023-03-12,Padraig Power,Cork,Wexford,League,FF,Started,69,1.0,,1.0
511,4.0,2023-03-12,Brian Hayes,Cork,Wexford,League,FF,Started,45,1.0,,
512,4.0,2023-03-12,Seamus Harnedy,Cork,Wexford,League,HF,Sub,25,,,
513,4.0,2023-03-12,Jack O Connor,Cork,Wexford,League,FF,Sub,25,1.0,,
514,4.0,2023-03-12,Rob Downey,Cork,Wexford,League,HB,Sub,21,,,
515,4.0,2023-03-12,Cormac Beausang,Cork,Wexford,League,M,Sub,4,,,1.0
516,4.0,2023-03-12,Alan Cadogan,Cork,Wexford,League,FF,Sub,1,,,
517,4.0,2023-03-12,James Lawlor,Wexford,Cork,League,G,Started,70,,,
518,4.0,2023-03-12,Simon Donohue,Wexford,Cork,League,FB,Started,70,2.0,,
519,4.0,2023-03-12,Matthew O'Hanlon,Wexford,Cork,League,FB,Started,55,,,
520,4.0,2023-03-12,Shane Reck,Wexford,Cork,League,FB,Started,70,,,
521,4.0,2023-03-12,Ian Carty,Wexford,Cork,League,HB,Started,70,,,
522,4.0,2023-03-12,Damien Reck,Wexford,Cork,League,HB,Started,33,,,
523,4.0,2023-03-12,Connal Flood,Wexford,Cork,League,HB,Started,70,,,
524,4.0,2023-03-12,Diarmuid O Keefe,Wexford,Cork,League,M,Started,70,,,
525,4.0,2023-03-12,Cathal Dunbar,Wexford,Cork,League,M,Started,70,,,
526,4.0,2023-03-12,Conor Hearne,Wexford,Cork,League,HF,Started,70,1.0,,
527,4.0,2023-03-12,Liam Og McGovern,Wexford,Cork,League,HF,Started,43,,,
528,4.0,2023-03-12,Charlie McGuckin,Wexford,Cork,League,HF,Started,70,1.0,,
529,4.0,2023-03-12,Lee Chin,Wexford,Cork,League,FF,Started,70,5.0,4.0,
530,4.0,2023-03-12,Conor McDonald,Wexford,Cork,League,FF,Started,14,1.0,,
531,4.0,2023-03-12,Rory Higgins,Wexford,Cork,League,FF,Started,52,2.0,,
532,4.0,2023-03-12,Mikie Dwyer,Wexford,Cork,League,FF,Sub,56,2.0,,
533,4.0,2023-03-12,Kevin Foley,Wexford,Cork,League,HB,Sub,37,,,
534,4.0,2023-03-12,Jack O Connor,Wexford,Cork,League,HF,Sub,27,,,
535,4.0,2023-03-12,Rory O Connor,Wexford,Cork,League,FF,Sub,18,,,
536,4.0,2023-03-12,David Clarke,Wexford,Cork,League,FB,Sub,15,,,
537,4.0,2023-03-12,J Power,Limerick,Westmeath,League,G,Started,70,,,
538,4.0,2023-03-12,F O'Connor,Limerick,Westmeath,League,FB,Started,70,,,
539,4.0,2023-03-12,Dan Morrissey,Limerick,Westmeath,League,FB,Started,52,,,
540,4.0,2023-03-12,Barry Nash,Limerick,Westmeath,League,FB,Started,70,,,
541,4.0,2023-03-12,Diarmuid Byrnes,Limerick,Westmeath,League,HB,Started,56,,,
542,4.0,2023-03-12,R Connolly,Limerick,Westmeath,League,HB,Started,70,,,
543,4.0,2023-03-12,Colin Coughlan,Limerick,Westmeath,League,HB,Started,70,,,
544,4.0,2023-03-12,B Murphy,Limerick,Westmeath,League,M,Started,70,,,
545,4.0,2023-03-12,Will O Donoghue,Limerick,Westmeath,League,M,Started,70,,,
546,4.0,2023-03-12,Tom Morrissey,Limerick,Westmeath,League,HF,Started,69,,,
547,4.0,2023-03-12,Cathal O'Neill,Limerick,Westmeath,League,HF,Started,70,,,
548,4.0,2023-03-12,Conor Boylan,Limerick,Westmeath,League,HF,Started,70,,,
549,4.0,2023-03-12,Donnacha O Dalaigh,Limerick,Westmeath,League,FF,Started,52,,,
550,4.0,2023-03-12,Seamus Flanagan,Limerick,Westmeath,League,FF,Started,63,,,
551,4.0,2023-03-12,Peter Casey,Limerick,Westmeath,League,FF,Started,70,,,
552,4.0,2023-03-12,Mike Casey,Limerick,Westmeath,League,FB,Sub,18,,,
553,4.0,2023-03-12,Oisin O Reilly,Limerick,Westmeath,League,FF,Sub,18,,,
554,4.0,2023-03-12,M Quinlan,Limerick,Westmeath,League,HB,Sub,14,,,
555,4.0,2023-03-12,Aaron Gillane,Limerick,Westmeath,League,FF,Sub,7,,,
556,4.0,2023-03-12,A O'Connor,Limerick,Westmeath,League,HF,Sub,1,,,
557,4.0,2023-03-12,Eamonn Foudy,Clare,Galway,League,G,Started,70,,,
558,4.0,2023-03-12,Adam Hogan,Clare,Galway,League,FB,Started,70,,,
559,4.0,2023-03-12,Conor Cleary,Clare,Galway,League,FB,Started,70,,,
560,4.0,2023-03-12,Paul Flanagan,Clare,Galway,League,FB,Started,70,,,
561,4.0,2023-03-12,Diarmuid Ryan,Clare,Galway,League,HB,Started,44,,,
562,4.0,2023-03-12,John Conlon,Clare,Galway,League,HB,Started,70,,,
563,4.0,2023-03-12,Cian Galvin,Clare,Galway,League,HB,Started,70,1.0,,
564,4.0,2023-03-12,Cathal Malone,Clare,Galway,League,M,Started,70,1.0,,
565,4.0,2023-03-12,Tony Kelly,Clare,Galway,League,M,Started,70,,,
566,4.0,2023-03-12,David Fitzgerald,Clare,Galway,League,HF,Started,70,4.0,,
567,4.0,2023-03-12,Peter Duggan,Clare,Galway,League,HF,Started,54,1.0,,
568,4.0,2023-03-12,Ryan Taylor,Clare,Galway,League,HF,Started,70,1.0,,
569,4.0,2023-03-12,David Reidy,Clare,Galway,League,FF,Started,67,3.0,,
570,4.0,2023-03-12,Aidan McCarthy,Clare,Galway,League,FF,Started,62,1.0,6.0,
571,4.0,2023-03-12,David Conroy,Clare,Galway,League,FF,Started,45,,,
572,4.0,2023-03-12,Brandon O Connell,Clare,Galway,League,HB,Sub,26,,,
573,4.0,2023-03-12,Robyn Mounsey,Clare,Galway,League,FF,Sub,25,1.0,,
574,4.0,2023-03-12,Seadna Morey,Clare,Galway,League,HF,Sub,16,1.0,,
575,4.0,2023-03-12,Ian Galvin,Clare,Galway,League,FF,Sub,8,2.0,,
576,4.0,2023-03-12,Aron Shanagher,Clare,Galway,League,FF,Sub,3,,,
577,4.0,2023-03-12,Eanna Murphy,Galway,Clare,League,G,Started,70,,,
578,4.0,2023-03-12,Jack Grealish,Galway,Clare,League,FB,Started,70,,,
579,4.0,2023-03-12,Gearoid McInerney,Galway,Clare,League,FB,Started,70,,,
580,4.0,2023-03-12,TJ Brennan,Galway,Clare,League,FB,Started,70,,,
581,4.0,2023-03-12,Padraic Mannion,Galway,Clare,League,HB,Started,70,,,
582,4.0,2023-03-12,Daithi Burke,Galway,Clare,League,HB,Started,57,2.0,,
583,4.0,2023-03-12,Joseph Cooney,Galway,Clare,League,HB,Started,70,1.0,,
584,4.0,2023-03-12,Ronan Glennon,Galway,Clare,League,M,Started,52,1.0,,
585,4.0,2023-03-12,Tom Monaghan,Galway,Clare,League,M,Started,70,2.0,,
586,4.0,2023-03-12,Conor Cooney,Galway,Clare,League,HF,Started,70,5.0,,
587,4.0,2023-03-12,Brian Concannon,Galway,Clare,League,HF,Started,69,1.0,,
588,4.0,2023-03-12,Cianan Fahy,Galway,Clare,League,HF,Started,67,,,
589,4.0,2023-03-12,Evan Niland,Galway,Clare,League,FF,Started,70,3.0,6.0,
590,4.0,2023-03-12,Conor Whelan,Galway,Clare,League,FF,Started,70,,,1.0
591,4.0,2023-03-12,Kevin Cooney,Galway,Clare,League,FF,Started,70,2.0,,
592,4.0,2023-03-12,Sean Linnane,Galway,Clare,League,M,Sub,18,1.0,,
593,4.0,2023-03-12,Tiernan Killeen,Galway,Clare,League,HB,Sub,13,,,
594,4.0,2023-03-12,David Burke,Galway,Clare,League,HF,Sub,3,,,
595,4.0,2023-03-12,Declan McLoughlin,Galway,Clare,League,HF,Sub,1,,,
596,4.0,2023-03-12,Rhys Shelly,Tipp,Waterford,League,G,Started,70,,,
597,4.0,2023-03-12,Johnny Ryan,Tipp,Waterford,League,FB,Started,70,,,
598,4.0,2023-03-12,Michael Breen,Tipp,Waterford,League,FB,Started,70,,,
599,4.0,2023-03-12,Eoghan Connolly,Tipp,Waterford,League,FB,Started,70,,,
600,4.0,2023-03-12,Dan McCormack,Tipp,Waterford,League,HB,Started,70,,,
601,4.0,2023-03-12,Bryan O Mara,Tipp,Waterford,League,HB,Started,70,,,
602,4.0,2023-03-12,Ronan Maher,Tipp,Waterford,League,HB,Started,70,,,
603,4.0,2023-03-12,Conor Stakelum,Tipp,Waterford,League,M,Started,70,2.0,,
604,4.0,2023-03-12,Alan Tynan,Tipp,Waterford,League,M,Started,48,1.0,,
605,4.0,2023-03-12,Gearoid O Connor,Tipp,Waterford,League,HF,Started,57,1.0,8.0,
606,4.0,2023-03-12,Noel McGrath,Tipp,Waterford,League,HF,Started,69,1.0,,
607,4.0,2023-03-12,Seamus Kennedy,Tipp,Waterford,League,HF,Started,70,1.0,,
608,4.0,2023-03-12,Jake Morris,Tipp,Waterford,League,FF,Started,70,,,3.0
609,4.0,2023-03-12,Patrick Maher,Tipp,Waterford,League,FF,Started,70,1.0,,
610,4.0,2023-03-12,Seamus Callinan,Tipp,Waterford,League,FF,Started,20,,,
611,4.0,2023-03-12,Mark Kehoe,Tipp,Waterford,League,FF,Sub,50,,,
612,4.0,2023-03-12,Jason Forde,Tipp,Waterford,League,HF,Sub,22,5.0,1.0,
613,4.0,2023-03-12,Conor Bowe,Tipp,Waterford,League,HF,Sub,10,,,1.0
614,4.0,2023-03-12,John McGrath,Tipp,Waterford,League,HF,Sub,3,,,
615,4.0,2023-03-12,John Campion,Tipp,Waterford,League,HF,Sub,1,,,
616,4.0,2023-03-12,Billy Nolan,Waterford,Tipp,League,G,Started,70,,,
617,4.0,2023-03-12,Conor Prunty,Waterford,Tipp,League,FB,Started,35,,,
618,4.0,2023-03-12,Iarlaith Daly,Waterford,Tipp,League,FB,Started,70,1.0,,
619,4.0,2023-03-12,Mark Fitzgerald,Waterford,Tipp,League,FB,Started,70,,,
620,4.0,2023-03-12,Calum Lyons,Waterford,Tipp,League,HB,Started,70,4.0,,
621,4.0,2023-03-12,Tadhg de Burca,Waterford,Tipp,League,HB,Started,70,,,
622,4.0,2023-03-12,Shane McNulty,Waterford,Tipp,League,HB,Started,70,,,
623,4.0,2023-03-12,Austin Gleeson,Waterford,Tipp,League,M,Started,30,,,
624,4.0,2023-03-12,Jamie Barron,Waterford,Tipp,League,M,Started,70,2.0,,
625,4.0,2023-03-12,Neil Montgomery,Waterford,Tipp,League,HF,Started,70,1.0,,
626,4.0,2023-03-12,Jack Prendergast,Waterford,Tipp,League,HF,Started,70,3.0,,
627,4.0,2023-03-12,Patrick Curran,Waterford,Tipp,League,HF,Started,35,,,
628,4.0,2023-03-12,Dessie Hutchinson,Waterford,Tipp,League,FF,Started,70,1.0,,
629,4.0,2023-03-12,Stephen Bennett,Waterford,Tipp,League,FF,Started,59,,8.0,
630,4.0,2023-03-12,Colin Dunford,Waterford,Tipp,League,FF,Started,64,1.0,,
631,4.0,2023-03-12,Carthach Daly,Waterford,Tipp,League,HF,Sub,35,,,
632,4.0,2023-03-12,Kevin Mahony,Waterford,Tipp,League,M,Sub,40,,,
633,4.0,2023-03-12,Conor Ryan,Waterford,Tipp,League,FB,Sub,35,,,
634,4.0,2023-03-12,Patrick Fitzgerald,Waterford,Tipp,League,FF,Sub,11,1.0,2.0,
635,4.0,2023-03-12,Paudie Fitzgerald,Waterford,Tipp,League,FF,Sub,6,1.0,,
636,5.0,2023-03-19,Ger Collins,Cork,Clare,League,G,Started,70,,,
637,5.0,2023-03-19,Niall O Leary,Cork,Clare,League,FB,Started,70,,,
638,5.0,2023-03-19,Daire O Leary,Cork,Clare,League,FB,Started,58,,,
639,5.0,2023-03-19,Eoin Roche,Cork,Clare,League,FB,Started,70,,,
640,5.0,2023-03-19,Cathal Cormack,Cork,Clare,League,HB,Started,70,,,
641,5.0,2023-03-19,Robert Downey,Cork,Clare,League,HB,Started,70,,,
642,5.0,2023-03-19,Cormac O Brien,Cork,Clare,League,HB,Started,70,,,
643,5.0,2023-03-19,Brian Roche,Cork,Clare,League,M,Started,55,1.0,,
644,5.0,2023-03-19,Ethan Twomey,Cork,Clare,League,M,Started,70,,,
645,5.0,2023-03-19,Declan Dalton,Cork,Clare,League,HF,Started,34,1.0,3.0,
646,5.0,2023-03-19,Seamus Harnedy,Cork,Clare,League,HF,Started,29,3.0,,1.0
647,5.0,2023-03-19,Brian Hayes,Cork,Clare,League,HF,Started,70,2.0,,
648,5.0,2023-03-19,Alan Cadogan,Cork,Clare,League,FF,Started,45,1.0,,
649,5.0,2023-03-19,Padraig Power,Cork,Clare,League,FF,Started,70,1.0,,1.0
650,5.0,2023-03-19,Jack O Connor,Cork,Clare,League,FF,Started,70,1.0,,
651,5.0,2023-03-19,Conor Lehane,Cork,Clare,League,HF,Sub,41,1.0,3.0,
652,5.0,2023-03-19,Conor Cahalane,Cork,Clare,League,HF,Sub,36,1.0,,
653,5.0,2023-03-19,Shane Kingston,Cork,Clare,League,FF,Sub,25,,,
654,5.0,2023-03-19,Ger Millerick,Cork,Clare,League,M,Sub,15,,,
655,5.0,2023-03-19,Damien Cahalane,Cork,Clare,League,FB,Sub,12,,,
656,5.0,2023-03-19,Eibhear Quilligan,Clare,Cork,League,G,Started,70,,,
657,5.0,2023-03-19,Aaron Fitzgerald,Clare,Cork,League,FB,Started,35,,,
658,5.0,2023-03-19,Conor Cleary,Clare,Cork,League,FB,Started,70,,,
659,5.0,2023-03-19,Paul Flanagan,Clare,Cork,League,FB,Started,70,,,
660,5.0,2023-03-19,Diarmuid Ryan,Clare,Cork,League,HB,Started,70,1.0,,
661,5.0,2023-03-19,John Conlon,Clare,Cork,League,HB,Started,70,,,
662,5.0,2023-03-19,David McInerney,Clare,Cork,League,HB,Started,70,,,
663,5.0,2023-03-19,Seadna Morey,Clare,Cork,League,M,Started,62,,,
664,5.0,2023-03-19,Tony Kelly,Clare,Cork,League,M,Started,70,,,
665,5.0,2023-03-19,David Fitzgerald,Clare,Cork,League,HF,Started,70,3.0,,
666,5.0,2023-03-19,Cathal Malone,Clare,Cork,League,HF,Started,70,,,
667,5.0,2023-03-19,Ryan Taylor,Clare,Cork,League,HF,Started,68,1.0,,
668,5.0,2023-03-19,David Reidy,Clare,Cork,League,FF,Started,57,,,1.0
669,5.0,2023-03-19,Aidan McCarthy,Clare,Cork,League,FF,Started,70,2.0,9.0,1.0
670,5.0,2023-03-19,Ian Galvin,Clare,Cork,League,FF,Started,57,1.0,,
671,5.0,2023-03-19,Darragh Lohan,Clare,Cork,League,FB,Sub,35,,,
672,5.0,2023-03-19,Peter Duggan,Clare,Cork,League,FF,Sub,13,,,
673,5.0,2023-03-19,Robyn Mounsey,Clare,Cork,League,FF,Sub,13,1.0,,
674,5.0,2023-03-19,David Conroy,Clare,Cork,League,M,Sub,8,,,
675,5.0,2023-03-19,Jack Kirwan,Clare,Cork,League,HF,Sub,2,,,
676,5.0,2023-03-19,Nicky Quaid,Limerick,Wexford,League,G,Started,70,,,
677,5.0,2023-03-19,Mike Casey,Limerick,Wexford,League,FB,Started,70,,,
678,5.0,2023-03-19,Dan Morrissey,Limerick,Wexford,League,FB,Started,70,,,
679,5.0,2023-03-19,Richie English,Limerick,Wexford,League,FB,Started,62,,,
680,5.0,2023-03-19,Diarmuid Byrnes,Limerick,Wexford,League,HB,Started,70,,,
681,5.0,2023-03-19,Declan Hannon,Limerick,Wexford,League,HB,Started,70,,,
682,5.0,2023-03-19,Kyle Hayes,Limerick,Wexford,League,HB,Started,70,,,
683,5.0,2023-03-19,Barry Murphy,Limerick,Wexford,League,M,Started,70,,,
684,5.0,2023-03-19,Darragh O Donovan,Limerick,Wexford,League,M,Started,54,,,
685,5.0,2023-03-19,Michael Houlihan,Limerick,Wexford,League,HF,Started,70,,,
686,5.0,2023-03-19,Cathal O'Neill,Limerick,Wexford,League,HF,Started,70,,,
687,5.0,2023-03-19,Gearoid Hegarty,Limerick,Wexford,League,HF,Started,68,,,
688,5.0,2023-03-19,Aaron Gillane,Limerick,Wexford,League,FF,Started,54,,,
689,5.0,2023-03-19,Conor Boylan,Limerick,Wexford,League,FF,Started,54,,,
690,5.0,2023-03-19,Seamus Flanagan,Limerick,Wexford,League,FF,Started,70,,,
691,5.0,2023-03-19,Tom Morrissey,Limerick,Wexford,League,M,Sub,16,,,
692,5.0,2023-03-19,Donnacha O Dalaigh,Limerick,Wexford,League,FF,Sub,16,,,
693,5.0,2023-03-19,Colin Coughlan,Limerick,Wexford,League,FB,Sub,6,,,
694,5.0,2023-03-19,Oisin O Reilly,Limerick,Wexford,League,FF,Sub,6,,,
695,5.0,2023-03-19,A O'Connor,Limerick,Wexford,League,HF,Sub,2,,,
696,5.0,2023-03-19,Mark Fanning,Wexford,Limerick,League,G,Started,70,,,
697,5.0,2023-03-19,Conor Foley,Wexford,Limerick,League,FB,Started,70,,,
698,5.0,2023-03-19,Simon Donohue,Wexford,Limerick,League,FB,Started,70,,,
699,5.0,2023-03-19,Shane Reck,Wexford,Limerick,League,FB,Started,70,,,
700,5.0,2023-03-19,Ian Carty,Wexford,Limerick,League,HB,Started,67,2.0,,
701,5.0,2023-03-19,Kevin Foley,Wexford,Limerick,League,HB,Started,56,,,
702,5.0,2023-03-19,N Murphy,Wexford,Limerick,League,HB,Started,70,,,
703,5.0,2023-03-19,Cathal Dunbar,Wexford,Limerick,League,M,Started,70,,,
704,5.0,2023-03-19,Rory O Connor,Wexford,Limerick,League,M,Started,70,,,
705,5.0,2023-03-19,Conor Hearne,Wexford,Limerick,League,HF,Started,62,1.0,,
706,5.0,2023-03-19,Lee Chin,Wexford,Limerick,League,HF,Started,70,1.0,10.0,
707,5.0,2023-03-19,Charlie McGuckin,Wexford,Limerick,League,HF,Started,70,,,
708,5.0,2023-03-19,Rory Higgins,Wexford,Limerick,League,FF,Started,67,,,
709,5.0,2023-03-19,Mikie Dwyer,Wexford,Limerick,League,FF,Started,70,,,
710,5.0,2023-03-19,Jack O Connor,Wexford,Limerick,League,FF,Started,70,1.0,,
711,5.0,2023-03-19,K Scallan,Wexford,Limerick,League,HB,Sub,14,,,
712,5.0,2023-03-19,Corey Byrne Dunbar,Wexford,Limerick,League,HF,Sub,8,,,
713,5.0,2023-03-19,C Clancy,Wexford,Limerick,League,FF,Sub,3,,,
714,5.0,2023-03-19,D Carley,Wexford,Limerick,League,HB,Sub,3,,,
715,5.0,2023-03-19,Eanna Murphy,Galway,Westmeath,League,G,Started,70,,,
716,5.0,2023-03-19,Darren Morrissey,Galway,Westmeath,League,FB,Started,70,,,
717,5.0,2023-03-19,Daithi Burke,Galway,Westmeath,League,FB,Started,70,,,
718,5.0,2023-03-19,TJ Brennan,Galway,Westmeath,League,FB,Started,70,1.0,,
719,5.0,2023-03-19,Padraic Mannion,Galway,Westmeath,League,HB,Started,70,1.0,,
720,5.0,2023-03-19,Jack Fitzpatrick,Galway,Westmeath,League,HB,Started,70,,,
721,5.0,2023-03-19,Tiernan Killeen,Galway,Westmeath,League,HB,Started,70,,,1.0
722,5.0,2023-03-19,Cianan Fahy,Galway,Westmeath,League,M,Started,70,1.0,,
723,5.0,2023-03-19,Ronan Glennon,Galway,Westmeath,League,M,Started,63,,,
724,5.0,2023-03-19,John Cooney,Galway,Westmeath,League,HF,Started,63,2.0,,
725,5.0,2023-03-19,Liam Collins,Galway,Westmeath,League,HF,Started,46,1.0,,
726,5.0,2023-03-19,Conor Cooney,Galway,Westmeath,League,HF,Started,54,5.0,,
727,5.0,2023-03-19,Evan Niland,Galway,Westmeath,League,FF,Started,70,2.0,9.0,
728,5.0,2023-03-19,Brian Concannon,Galway,Westmeath,League,FF,Started,65,1.0,,1.0
729,5.0,2023-03-19,Kevin Cooney,Galway,Westmeath,League,FF,Started,70,1.0,,
730,5.0,2023-03-19,D McLaughlin,Galway,Westmeath,League,HF,Sub,24,1.0,,1.0
731,5.0,2023-03-19,Jason Flynn,Galway,Westmeath,League,HF,Sub,16,1.0,,1.0
732,5.0,2023-03-19,Gavin Lee,Galway,Westmeath,League,HF,Sub,7,1.0,,
733,5.0,2023-03-19,Joseph Cooney,Galway,Westmeath,League,M,Sub,7,,,
734,5.0,2023-03-19,Donal O Shea,Galway,Westmeath,League,FF,Sub,5,,,
735,5.0,2023-03-19,Rhys Shelly,Tipp,Antrim,League,G,Started,70,,,
736,5.0,2023-03-19,Eoghan Connolly,Tipp,Antrim,League,FB,Started,70,,,
737,5.0,2023-03-19,Michael Breen,Tipp,Antrim,League,FB,Started,70,,,
738,5.0,2023-03-19,Bryan O Mara,Tipp,Antrim,League,FB,Started,35,,,
739,5.0,2023-03-19,Enda Heffernan,Tipp,Antrim,League,HB,Started,70,3.0,,
740,5.0,2023-03-19,Ronan Maher,Tipp,Antrim,League,HB,Started,26,,,
741,5.0,2023-03-19,Pauric Campion,Tipp,Antrim,League,HB,Started,70,,,1.0
742,5.0,2023-03-19,Joe Fogarty,Tipp,Antrim,League,M,Started,70,2.0,,
743,5.0,2023-03-19,Alan Tynan,Tipp,Antrim,League,M,Started,53,2.0,,
744,5.0,2023-03-19,Kian O Kelly,Tipp,Antrim,League,HF,Started,49,,,
745,5.0,2023-03-19,Mark Kehoe,Tipp,Antrim,League,HF,Started,70,,,1.0
746,5.0,2023-03-19,Gearoid O Connor,Tipp,Antrim,League,HF,Started,64,1.0,8.0,
747,5.0,2023-03-19,Conor Bowe,Tipp,Antrim,League,FF,Started,70,,,1.0
748,5.0,2023-03-19,John McGrath,Tipp,Antrim,League,FF,Started,70,6.0,1.0,
749,5.0,2023-03-19,Sean Ryan,Tipp,Antrim,League,FF,Started,70,3.0,,1.0
750,5.0,2023-03-19,John Campion,Tipp,Antrim,League,HB,Sub,44,1.0,,
751,5.0,2023-03-19,Johnny Ryan,Tipp,Antrim,League,FB,Sub,35,1.0,,
752,5.0,2023-03-19,Paddy Creedon,Tipp,Antrim,League,HF,Sub,21,,,
753,5.0,2023-03-19,Dan McCormack,Tipp,Antrim,League,M,Sub,17,,,
754,5.0,2023-03-19,Cian O Dwyer,Tipp,Antrim,League,HF,Sub,6,,,
755,5.0,2023-03-19,Darren Brennan,Kilkenny,Waterford,League,G,Started,70,,,
756,5.0,2023-03-19,Tommy Walsh,Kilkenny,Waterford,League,FB,Started,70,,,
757,5.0,2023-03-19,Conor Delaney,Kilkenny,Waterford,League,FB,Started,70,,,
758,5.0,2023-03-19,Padraig Walsh,Kilkenny,Waterford,League,FB,Started,70,,,
759,5.0,2023-03-19,Cian Kenny,Kilkenny,Waterford,League,HB,Started,35,,,
