,Week,Date,Player,Team,Opponent,Cup,Position,Started_Sub,Minutes,Pts_Play,Frees/Sideline,Goals_Play
760,5.0,2023-03-19,Darragh Corcoran,Kilkenny,Waterford,League,HB,Started,42,1.0,,
761,5.0,2023-03-19,David Blanchfield,Kilkenny,Waterford,League,HB,Started,70,,,
762,5.0,2023-03-19,Conor Fogarty,Kilkenny,Waterford,League,M,Started,70,1.0,,
763,5.0,2023-03-19,Gearoid Dunne,Kilkenny,Waterford,League,M,Started,58,1.0,,
764,5.0,2023-03-19,Billy Ryan,Kilkenny,Waterford,League,HF,Started,70,,,
765,5.0,2023-03-19,John Donnelly,Kilkenny,Waterford,League,HF,Started,70,1.0,,
766,5.0,2023-03-19,Paddy Deegan,Kilkenny,Waterford,League,HF,Started,70,,,
767,5.0,2023-03-19,Billy Drennan,Kilkenny,Waterford,League,FF,Started,70,1.0,9.0,
768,5.0,2023-03-19,Martin Keoghan,Kilkenny,Waterford,League,FF,Started,67,1.0,,
769,5.0,2023-03-19,Eoin Cody,Kilkenny,Waterford,League,FF,Started,69,1.0,,
770,5.0,2023-03-19,Alan Murphy,Kilkenny,Waterford,League,HB,Sub,35,1.0,,
771,5.0,2023-03-19,Timmy Clifford,Kilkenny,Waterford,League,HB,Sub,28,,,
772,5.0,2023-03-19,Shane Walsh,Kilkenny,Waterford,League,M,Sub,12,1.0,,
773,5.0,2023-03-19,Tom Phelan,Kilkenny,Waterford,League,FF,Sub,3,,,
774,5.0,2023-03-19,Ronan Corcoran,Kilkenny,Waterford,League,FF,Sub,1,,,
775,5.0,2023-03-19,Billy Nolan,Waterford,Kilkenny,League,G,Started,70,,,
776,5.0,2023-03-19,Iarlaith Daly,Waterford,Kilkenny,League,FB,Started,59,,,
777,5.0,2023-03-19,Mark Fitzgerald,Waterford,Kilkenny,League,FB,Started,70,,,
778,5.0,2023-03-19,Conor Ryan,Waterford,Kilkenny,League,FB,Started,70,,,
779,5.0,2023-03-19,Jack Fagan,Waterford,Kilkenny,League,HB,Started,70,,,
780,5.0,2023-03-19,Tadhg de Burca,Waterford,Kilkenny,League,HB,Started,70,1.0,,
781,5.0,2023-03-19,Calum Lyons,Waterford,Kilkenny,League,HB,Started,70,,,
782,5.0,2023-03-19,Carthach Daly,Waterford,Kilkenny,League,M,Started,70,,,
783,5.0,2023-03-19,Neil Montgomery,Waterford,Kilkenny,League,M,Started,70,2.0,,
784,5.0,2023-03-19,Tom Barron,Waterford,Kilkenny,League,HF,Started,70,2.0,,
785,5.0,2023-03-19,Patrick Curran,Waterford,Kilkenny,League,HF,Started,48,1.0,,
786,5.0,2023-03-19,Jack Prendergast,Waterford,Kilkenny,League,HF,Started,70,1.0,,
787,5.0,2023-03-19,Colin Dunford,Waterford,Kilkenny,League,FF,Started,69,2.0,,
788,5.0,2023-03-19,Dessie Hutchinson,Waterford,Kilkenny,League,FF,Started,70,,,
789,5.0,2023-03-19,Padraig Fitzgerald,Waterford,Kilkenny,League,FF,Started,68,,6.0,
790,5.0,2023-03-19,Patrick Fitzgerald,Waterford,Kilkenny,League,HF,Sub,22,1.0,,
791,5.0,2023-03-19,P Leavey,Waterford,Kilkenny,League,FB,Sub,11,,,
792,5.0,2023-03-19,Kevin Mahony,Waterford,Kilkenny,League,FF,Sub,2,,,
793,5.0,2023-03-19,DJ Foran,Waterford,Kilkenny,League,FF,Sub,1,,,
794,6.0,2023-03-26,Nicky Quaid,Limerick,Tipp,League,G,Started,70,,,
795,6.0,2023-03-26,Sean Finn,Limerick,Tipp,League,FB,Started,65,,,
796,6.0,2023-03-26,Mike Casey,Limerick,Tipp,League,FB,Started,70,,,
797,6.0,2023-03-26,Barry Nash,Limerick,Tipp,League,FB,Started,70,1.0,,
798,6.0,2023-03-26,Diarmuid Byrnes,Limerick,Tipp,League,HB,Started,70,1.0,5.0,
799,6.0,2023-03-26,Declan Hannon,Limerick,Tipp,League,HB,Started,70,2.0,,
800,6.0,2023-03-26,Colin Coughlan,Limerick,Tipp,League,HB,Started,70,1.0,,
801,6.0,2023-03-26,Barry Murphy,Limerick,Tipp,League,M,Started,70,2.0,,
802,6.0,2023-03-26,Will O Donoghue,Limerick,Tipp,League,M,Started,69,1.0,,
803,6.0,2023-03-26,Cathal O'Neill,Limerick,Tipp,League,HF,Started,60,2.0,,
804,6.0,2023-03-26,Cian Lynch,Limerick,Tipp,League,HF,Started,70,2.0,,
805,6.0,2023-03-26,Tom Morrissey,Limerick,Tipp,League,HF,Started,62,2.0,,
806,6.0,2023-03-26,Aaron Gillane,Limerick,Tipp,League,FF,Started,69,1.0,6.0,
807,6.0,2023-03-26,Peter Casey,Limerick,Tipp,League,FF,Started,70,1.0,,1.0
808,6.0,2023-03-26,Donnacha O Dalaigh,Limerick,Tipp,League,FF,Started,70,1.0,,
809,6.0,2023-03-26,Gearoid Hegarty,Limerick,Tipp,League,HF,Sub,10,,,
810,6.0,2023-03-26,Conor Boylan,Limerick,Tipp,League,HF,Sub,8,,,
811,6.0,2023-03-26,Richie English,Limerick,Tipp,League,FB,Sub,5,,,
812,6.0,2023-03-26,Seamus Flanagan,Limerick,Tipp,League,FF,Sub,1,,,
813,6.0,2023-03-26,Michael Houlihan,Limerick,Tipp,League,M,Sub,1,,,
814,6.0,2023-03-26,Barry Hogan,Tipp,Limerick,League,G,Started,70,,,
815,6.0,2023-03-26,Eoghan Connolly,Tipp,Limerick,League,FB,Started,70,,,
816,6.0,2023-03-26,Michael Breen,Tipp,Limerick,League,FB,Started,70,,,
817,6.0,2023-03-26,Johnny Ryan,Tipp,Limerick,League,FB,Started,70,,,
818,6.0,2023-03-26,Dan McCormack,Tipp,Limerick,League,HB,Started,70,,,
819,6.0,2023-03-26,Bryan O Mara,Tipp,Limerick,League,HB,Started,70,,,
820,6.0,2023-03-26,Ronan Maher,Tipp,Limerick,League,HB,Started,70,,,
821,6.0,2023-03-26,Conor Stakelum,Tipp,Limerick,League,M,Started,51,,,
822,6.0,2023-03-26,Alan Tynan,Tipp,Limerick,League,M,Started,70,4.0,,
823,6.0,2023-03-26,Seamus Kennedy,Tipp,Limerick,League,HF,Started,65,2.0,,
824,6.0,2023-03-26,Noel McGrath,Tipp,Limerick,League,HF,Started,70,1.0,,
825,6.0,2023-03-26,Gearoid O Connor,Tipp,Limerick,League,HF,Started,70,3.0,,
826,6.0,2023-03-26,Jason Forde,Tipp,Limerick,League,FF,Started,70,3.0,11.0,
827,6.0,2023-03-26,Patrick Maher,Tipp,Limerick,League,FF,Started,51,,,
828,6.0,2023-03-26,Jake Morris,Tipp,Limerick,League,FF,Started,65,1.0,,
829,6.0,2023-03-26,Enda Heffernan,Tipp,Limerick,League,M,Sub,19,,,
830,6.0,2023-03-26,Mark Kehoe,Tipp,Limerick,League,FF,Sub,19,,,
831,6.0,2023-03-26,John McGrath,Tipp,Limerick,League,FF,Sub,5,,,
832,6.0,2023-03-26,Conor Bowe,Tipp,Limerick,League,HF,Sub,5,,,
833,6.0,2023-03-27,Eoin Murphy,Kilkenny,Cork,League,G,Started,70,,,
834,6.0,2023-03-27,Mikey Butler,Kilkenny,Cork,League,FB,Started,69,,,
835,6.0,2023-03-27,Tommy Walsh,Kilkenny,Cork,League,FB,Started,70,,,
836,6.0,2023-03-27,Padraig Walsh,Kilkenny,Cork,League,FB,Started,70,,,
837,6.0,2023-03-27,Darragh Corcoran,Kilkenny,Cork,League,HB,Started,69,,,
838,6.0,2023-03-27,Huw Lawlor,Kilkenny,Cork,League,HB,Started,70,,,
839,6.0,2023-03-27,David Blanchfield,Kilkenny,Cork,League,HB,Started,70,,,
840,6.0,2023-03-27,Conor Fogarty,Kilkenny,Cork,League,M,Started,70,1.0,,
841,6.0,2023-03-27,Alan Murphy,Kilkenny,Cork,League,M,Started,67,2.0,,
842,6.0,2023-03-27,Timmy Clifford,Kilkenny,Cork,League,HF,Started,58,1.0,,
843,6.0,2023-03-27,John Donnelly,Kilkenny,Cork,League,HF,Started,70,2.0,,
844,6.0,2023-03-27,Paddy Deegan,Kilkenny,Cork,League,HF,Started,70,,,
845,6.0,2023-03-27,Billy Drennan,Kilkenny,Cork,League,FF,Started,70,1.0,12.0,1.0
846,6.0,2023-03-27,Martin Keoghan,Kilkenny,Cork,League,FF,Started,70,,,1.0
847,6.0,2023-03-27,Richie Hogan,Kilkenny,Cork,League,FF,Started,56,1.0,,
848,6.0,2023-03-27,Cian Kenny,Kilkenny,Cork,League,FF,Sub,14,1.0,,
849,6.0,2023-03-27,Gearoid Dunne,Kilkenny,Cork,League,HF,Sub,12,1.0,,
850,6.0,2023-03-27,Darren Brennan,Kilkenny,Cork,League,M,Sub,3,,,
851,6.0,2023-03-27,Conor Delaney,Kilkenny,Cork,League,HB,Sub,1,,,
852,6.0,2023-03-27,Eoin Cody,Kilkenny,Cork,League,FF,Sub,1,,,
853,6.0,2023-03-27,Patrick Collins,Cork,Kilkenny,League,G,Started,70,,,
854,6.0,2023-03-27,Niall O Leary,Cork,Kilkenny,League,FB,Started,70,,,
855,6.0,2023-03-27,Eoin Downey,Cork,Kilkenny,League,FB,Started,70,,,
856,6.0,2023-03-27,Damien Cahalane,Cork,Kilkenny,League,FB,Started,70,,,
857,6.0,2023-03-27,Tommy O Connell,Cork,Kilkenny,League,HB,Started,70,,,
858,6.0,2023-03-27,Ciaran Joyce,Cork,Kilkenny,League,HB,Started,70,,,
859,6.0,2023-03-27,Rob Downey,Cork,Kilkenny,League,HB,Started,70,1.0,,
860,6.0,2023-03-27,Brian Roche,Cork,Kilkenny,League,M,Started,70,,,
861,6.0,2023-03-27,Ethan Twomey,Cork,Kilkenny,League,M,Started,50,,,
862,6.0,2023-03-27,Conor Cahalane,Cork,Kilkenny,League,HF,Started,52,2.0,,
863,6.0,2023-03-27,Conor Lehane,Cork,Kilkenny,League,HF,Started,70,,,
864,6.0,2023-03-27,Shane Barrett,Cork,Kilkenny,League,HF,Started,70,3.0,,
865,6.0,2023-03-27,Shane Kingston,Cork,Kilkenny,League,FF,Started,70,1.0,8.0,
866,6.0,2023-03-27,Padraig Power,Cork,Kilkenny,League,FF,Started,66,2.0,,
867,6.0,2023-03-27,Jack O Connor,Cork,Kilkenny,League,FF,Started,50,1.0,,
868,6.0,2023-03-27,Tim O'Mahony,Cork,Kilkenny,League,M,Sub,20,1.0,,
869,6.0,2023-03-27,Patrick Horgan,Cork,Kilkenny,League,FF,Sub,20,,3.0,
870,6.0,2023-03-27,Ger Millerick,Cork,Kilkenny,League,HF,Sub,18,,,
871,6.0,2023-03-27,Brian Hayes,Cork,Kilkenny,League,FF,Sub,4,,,
872,6.0,2023-04-09,Nicky Quaid,Limerick,Kilkenny,League,G,Started,70,,,
873,6.0,2023-04-09,Sean Finn,Limerick,Kilkenny,League,FB,Started,70,,,
874,6.0,2023-04-09,Dan Morrissey,Limerick,Kilkenny,League,FB,Started,70,,,
875,6.0,2023-04-09,Barry Nash,Limerick,Kilkenny,League,FB,Started,70,1.0,,1.0
876,6.0,2023-04-09,Diarmuid Byrnes,Limerick,Kilkenny,League,HB,Started,69,2.0,3.0,
877,6.0,2023-04-09,Mike Casey,Limerick,Kilkenny,League,HB,Started,47,,,
878,6.0,2023-04-09,Colin Coughlan,Limerick,Kilkenny,League,HB,Started,70,1.0,,
879,6.0,2023-04-09,Darragh O Donovan,Limerick,Kilkenny,League,M,Started,70,2.0,,
880,6.0,2023-04-09,Barry Murphy,Limerick,Kilkenny,League,M,Started,35,,,
881,6.0,2023-04-09,Gearoid Hegarty,Limerick,Kilkenny,League,HF,Started,70,,,
882,6.0,2023-04-09,Cian Lynch,Limerick,Kilkenny,League,HF,Started,58,,,
883,6.0,2023-04-09,Cathal O'Neill,Limerick,Kilkenny,League,HF,Started,70,1.0,,
884,6.0,2023-04-09,Aaron Gillane,Limerick,Kilkenny,League,FF,Started,70,2.0,5.0,1.0
885,6.0,2023-04-09,Seamus Flanagan,Limerick,Kilkenny,League,FF,Started,62,3.0,,
886,6.0,2023-04-09,Peter Casey,Limerick,Kilkenny,League,FF,Started,70,,,
887,6.0,2023-04-09,Tom Morrissey,Limerick,Kilkenny,League,HF,Sub,35,,,
888,6.0,2023-04-09,Richie English,Limerick,Kilkenny,League,FB,Sub,20,,,
889,6.0,2023-04-09,Conor Boylan,Limerick,Kilkenny,League,HF,Sub,12,,,
890,6.0,2023-04-09,Donnacha O Dalaigh,Limerick,Kilkenny,League,FF,Sub,8,,,
891,6.0,2023-04-09,Shane O Brien,Limerick,Kilkenny,League,HB,Sub,3,,,
892,6.0,2023-04-09,Mark Quinlan,Limerick,Kilkenny,League,HB,Sub,1,,,
893,6.0,2023-04-09,Eoin Murphy,Kilkenny,Limerick,League,G,Started,70,,,
894,6.0,2023-04-09,Mikey Butler,Kilkenny,Limerick,League,FB,Started,70,,,
895,6.0,2023-04-09,Tommy Walsh,Kilkenny,Limerick,League,FB,Started,70,,,
896,6.0,2023-04-09,Padraig Walsh,Kilkenny,Limerick,League,FB,Started,70,,,
897,6.0,2023-04-09,Richie Reid,Kilkenny,Limerick,League,HB,Started,70,2.0,,
898,6.0,2023-04-09,Huw Lawlor,Kilkenny,Limerick,League,HB,Started,70,1.0,,
899,6.0,2023-04-09,David Blanchfield,Kilkenny,Limerick,League,HB,Started,70,,,
900,6.0,2023-04-09,Conor Fogarty,Kilkenny,Limerick,League,M,Started,47,,,
901,6.0,2023-04-09,Paddy Deegan,Kilkenny,Limerick,League,M,Started,70,2.0,,
902,6.0,2023-04-09,John Donnelly,Kilkenny,Limerick,League,HF,Started,41,,,
903,6.0,2023-04-09,Adrian Mullen,Kilkenny,Limerick,League,HF,Started,52,3.0,,
904,6.0,2023-04-09,Billy Ryan,Kilkenny,Limerick,League,HF,Started,55,,,
905,6.0,2023-04-09,Billy Drennan,Kilkenny,Limerick,League,FF,Started,57,,5.0,
906,6.0,2023-04-09,Martin Keoghan,Kilkenny,Limerick,League,FF,Started,70,,,
907,6.0,2023-04-09,Eoin Cody,Kilkenny,Limerick,League,FF,Started,70,2.0,,
908,6.0,2023-04-09,Cian Kenny,Kilkenny,Limerick,League,HF,Sub,29,,,
909,6.0,2023-04-09,Paddy Mullen,Kilkenny,Limerick,League,M,Sub,23,,,
910,6.0,2023-04-09,Timmy Clifford,Kilkenny,Limerick,League,HF,Sub,18,,,
911,6.0,2023-04-09,Alan Murphy,Kilkenny,Limerick,League,HF,Sub,15,,,
912,6.0,2023-04-09,Gearoid Dunne,Kilkenny,Limerick,League,FF,Sub,13,,,
913,7.0,2023-04-22,Eoin Murphy,Kilkenny,Westmeath,Championship,G,Started,70,,,
914,7.0,2023-04-22,Mikey Butler,Kilkenny,Westmeath,Championship,FB,Started,70,,,
915,7.0,2023-04-22,Huw Lawlor,Kilkenny,Westmeath,Championship,FB,Started,63,,,
916,7.0,2023-04-22,Tommy Walsh,Kilkenny,Westmeath,Championship,FB,Started,70,,,
917,7.0,2023-04-22,David Blanchfield,Kilkenny,Westmeath,Championship,HB,Started,70,1.0,,
918,7.0,2023-04-22,Richie Reid,Kilkenny,Westmeath,Championship,HB,Started,70,,,
919,7.0,2023-04-22,Padraig Walsh,Kilkenny,Westmeath,Championship,HB,Started,55,1.0,,
920,7.0,2023-04-22,Darragh Corcoran,Kilkenny,Westmeath,Championship,M,Started,70,1.0,,
921,7.0,2023-04-22,Paddy Mullen,Kilkenny,Westmeath,Championship,M,Started,46,,,
922,7.0,2023-04-22,Timmy Clifford,Kilkenny,Westmeath,Championship,HF,Started,70,1.0,,
923,7.0,2023-04-22,Adrian Mullen,Kilkenny,Westmeath,Championship,HF,Started,61,6.0,,
924,7.0,2023-04-22,John Donnelly,Kilkenny,Westmeath,Championship,HF,Started,70,4.0,,
925,7.0,2023-04-22,Billy Ryan,Kilkenny,Westmeath,Championship,FF,Started,47,1.0,,
926,7.0,2023-04-22,TJ Reid,Kilkenny,Westmeath,Championship,FF,Started,70,4.0,5.0,
927,7.0,2023-04-22,Eoin Cody,Kilkenny,Westmeath,Championship,FF,Started,70,2.0,,
928,7.0,2023-04-22,Cian Kenny,Kilkenny,Westmeath,Championship,HF,Sub,24,,,
929,7.0,2023-04-22,Martin Keoghan,Kilkenny,Westmeath,Championship,FF,Sub,23,2.0,,
930,7.0,2023-04-22,Cillian Buckley,Kilkenny,Westmeath,Championship,HB,Sub,15,,,
931,7.0,2023-04-22,Darren Brennan,Kilkenny,Westmeath,Championship,HF,Sub,9,1.0,,
932,7.0,2023-04-22,Conor Delaney,Kilkenny,Westmeath,Championship,FB,Sub,7,,,
933,7.0,2023-04-22,Eanna Murphy,Galway,Wexford,Championship,G,Started,70,,,
934,7.0,2023-04-22,Jack Grealish,Galway,Wexford,Championship,FB,Started,70,,,
935,7.0,2023-04-22,Gearoid McInerney,Galway,Wexford,Championship,FB,Started,70,,,
936,7.0,2023-04-22,TJ Brennan,Galway,Wexford,Championship,FB,Started,69,1.0,,
937,7.0,2023-04-22,Padraic Mannion,Galway,Wexford,Championship,HB,Started,70,,,
938,7.0,2023-04-22,Daithi Burke,Galway,Wexford,Championship,HB,Started,70,,,
939,7.0,2023-04-22,Joesph Cooney,Galway,Wexford,Championship,HB,Started,58,,,
940,7.0,2023-04-22,Cathal Mannion,Galway,Wexford,Championship,M,Started,67,1.0,,
941,7.0,2023-04-22,Ronan Glennon,Galway,Wexford,Championship,M,Started,60,1.0,,
942,7.0,2023-04-22,Tom Monaghan,Galway,Wexford,Championship,HF,Started,70,,,
943,7.0,2023-04-22,Brian Concannon,Galway,Wexford,Championship,HF,Started,63,2.0,,
944,7.0,2023-04-22,Conor Cooney,Galway,Wexford,Championship,HF,Started,70,2.0,,
945,7.0,2023-04-22,Evan Niland,Galway,Wexford,Championship,FF,Started,70,7.0,6.0,
946,7.0,2023-04-22,Conor Whelan,Galway,Wexford,Championship,FF,Started,70,2.0,,
947,7.0,2023-04-22,Kevin Cooney,Galway,Wexford,Championship,FF,Started,70,1.0,,
948,7.0,2023-04-22,Cianan Fahy,Galway,Wexford,Championship,M,Sub,10,,,
949,7.0,2023-04-22,Fintan Burke,Galway,Wexford,Championship,HB,Sub,12,,,
950,7.0,2023-04-22,Jason Flynn,Galway,Wexford,Championship,HF,Sub,7,,,
951,7.0,2023-04-22,Liam Collins,Galway,Wexford,Championship,HF,Sub,3,1.0,,
952,7.0,2023-04-22,Darren Morrissey,Galway,Wexford,Championship,FB,Sub,1,,,
953,7.0,2023-04-22,James Lawlor,Wexford,Galway,Championship,G,Started,70,,,
954,7.0,2023-04-22,Liam Ryan,Wexford,Galway,Championship,FB,Started,70,,,
955,7.0,2023-04-22,Matthew O'Hanlon,Wexford,Galway,Championship,FB,Started,70,1.0,,
956,7.0,2023-04-22,Conor Devitt,Wexford,Galway,Championship,FB,Started,70,,,
957,7.0,2023-04-22,Shane Reck,Wexford,Galway,Championship,HB,Started,70,,,
958,7.0,2023-04-22,Conor Foley,Wexford,Galway,Championship,HB,Started,69,,,
959,7.0,2023-04-22,Simon Donohue,Wexford,Galway,Championship,HB,Started,70,,,
960,7.0,2023-04-22,Diarmuid O Keefe,Wexford,Galway,Championship,M,Started,46,,,
961,7.0,2023-04-22,Conor Hearne,Wexford,Galway,Championship,M,Started,60,1.0,,
962,7.0,2023-04-22,Oisin Foley,Wexford,Galway,Championship,HF,Started,57,,,
963,7.0,2023-04-22,Liam Og McGovern,Wexford,Galway,Championship,HF,Started,70,2.0,,1.0
964,7.0,2023-04-22,Charlie McGuckin,Wexford,Galway,Championship,HF,Started,43,,,
965,7.0,2023-04-22,Rory O Connor,Wexford,Galway,Championship,FF,Started,70,,5.0,
966,7.0,2023-04-22,Conor McDonald,Wexford,Galway,Championship,FF,Started,70,,,1.0
967,7.0,2023-04-22,Cathal Dunbar,Wexford,Galway,Championship,FF,Started,70,2.0,,
968,7.0,2023-04-22,Jack O Connor,Wexford,Galway,Championship,HF,Sub,27,1.0,,
969,7.0,2023-04-22,Mikie Dwyer,Wexford,Galway,Championship,M,Sub,24,,,
970,7.0,2023-04-22,Richie Lawlor,Wexford,Galway,Championship,HF,Sub,13,,,
971,7.0,2023-04-22,Kevin Foley,Wexford,Galway,Championship,M,Sub,10,,,
972,7.0,2023-04-22,Joe O Connor,Wexford,Galway,Championship,HB,Sub,1,,,
973,7.0,2023-04-23,Eamonn Foudy,Clare,Tipp,Championship,G,Started,70,,,
974,7.0,2023-04-23,Adam Hogan,Clare,Tipp,Championship,FB,Started,44,,,
975,7.0,2023-04-23,Conor Cleary,Clare,Tipp,Championship,FB,Started,70,,,
976,7.0,2023-04-23,Paul Flanagan,Clare,Tipp,Championship,FB,Started,70,,,
977,7.0,2023-04-23,Diarmuid Ryan,Clare,Tipp,Championship,HB,Started,70,1.0,,
978,7.0,2023-04-23,John Conlon,Clare,Tipp,Championship,HB,Started,70,1.0,,
979,7.0,2023-04-23,David McInerney,Clare,Tipp,Championship,HB,Started,70,,,
980,7.0,2023-04-23,Tony Kelly,Clare,Tipp,Championship,M,Started,70,1.0,,
981,7.0,2023-04-23,Cathal Malone,Clare,Tipp,Championship,M,Started,70,,,
982,7.0,2023-04-23,Peter Duggan,Clare,Tipp,Championship,HF,Started,69,,,
983,7.0,2023-04-23,Ryan Taylor,Clare,Tipp,Championship,HF,Started,67,2.0,,
984,7.0,2023-04-23,Aidan McCarthy,Clare,Tipp,Championship,HF,Started,70,4.0,9.0,1.0
985,7.0,2023-04-23,Ian Galvin,Clare,Tipp,Championship,FF,Started,51,2.0,,
986,7.0,2023-04-23,shane O'Donnell,Clare,Tipp,Championship,FF,Started,70,,,
987,7.0,2023-04-23,Mark Rogers,Clare,Tipp,Championship,FF,Started,62,,,2.0
988,7.0,2023-04-23,Rory Hayes,Clare,Tipp,Championship,FB,Sub,26,,,
989,7.0,2023-04-23,Shane Meehan,Clare,Tipp,Championship,FF,Sub,19,2.0,,
990,7.0,2023-04-23,Aron Shanagher,Clare,Tipp,Championship,FF,Sub,8,,,
991,7.0,2023-04-23,Robyn Mounsey,Clare,Tipp,Championship,HF,Sub,3,1.0,,
992,7.0,2023-04-23,Jack Kirwan,Clare,Tipp,Championship,HF,Sub,1,,,
993,7.0,2023-04-23,Barry Hogan,Tipp,Clare,Championship,G,Started,70,,,
994,7.0,2023-04-23,Cathal Barrett,Tipp,Clare,Championship,FB,Started,70,,,
995,7.0,2023-04-23,Ronan Maher,Tipp,Clare,Championship,FB,Started,70,,,
996,7.0,2023-04-23,Johnny Ryan,Tipp,Clare,Championship,FB,Started,70,,,
997,7.0,2023-04-23,Brian McGrath,Tipp,Clare,Championship,HB,Started,69,1.0,,
998,7.0,2023-04-23,Bryan O Mara,Tipp,Clare,Championship,HB,Started,70,,,
999,7.0,2023-04-23,Michael Breen,Tipp,Clare,Championship,HB,Started,70,,,
1000,7.0,2023-04-23,Noel McGrath,Tipp,Clare,Championship,M,Started,69,3.0,,
1001,7.0,2023-04-23,Alan Tynan,Tipp,Clare,Championship,M,Started,45,1.0,,
1002,7.0,2023-04-23,Dan McCormack,Tipp,Clare,Championship,HF,Started,70,,,
1003,7.0,2023-04-23,John McGrath,Tipp,Clare,Championship,HF,Started,58,1.0,,
1004,7.0,2023-04-23,Seamus Kennedy,Tipp,Clare,Championship,HF,Started,70,1.0,,
1005,7.0,2023-04-23,Jake Morris,Tipp,Clare,Championship,FF,Started,70,4.0,,2.0
1006,7.0,2023-04-23,Gearoid O Connor,Tipp,Clare,Championship,FF,Started,63,2.0,,
1007,7.0,2023-04-23,Jason Forde,Tipp,Clare,Championship,FF,Started,70,,6.0,2.0
1008,7.0,2023-04-23,Conor Stakelum,Tipp,Clare,Championship,M,Sub,25,,,
1009,7.0,2023-04-23,Mark Kehoe,Tipp,Clare,Championship,HF,Sub,12,1.0,,
1010,7.0,2023-04-23,Sean Ryan,Tipp,Clare,Championship,FF,Sub,7,1.0,,1.0
1011,7.0,2023-04-23,Conor Bowe,Tipp,Clare,Championship,M,Sub,1,1.0,,
1012,7.0,2023-04-23,Enda Heffernan,Tipp,Clare,Championship,HB,Sub,1,,,
1013,7.0,2023-04-23,Billy Nolan,Waterford,Limerick,Championship,G,Started,70,,,
1014,7.0,2023-04-23,Conor Gleeson,Waterford,Limerick,Championship,FB,Started,70,1.0,,
1015,7.0,2023-04-23,Conor Prunty,Waterford,Limerick,Championship,FB,Started,70,,,
1016,7.0,2023-04-23,Mark Fitzgerald,Waterford,Limerick,Championship,FB,Started,70,,,
1017,7.0,2023-04-23,Calum Lyons,Waterford,Limerick,Championship,HB,Started,70,,,
1018,7.0,2023-04-23,Tadhg de Burca,Waterford,Limerick,Championship,HB,Started,22,,,
1019,7.0,2023-04-23,Jack Fagan,Waterford,Limerick,Championship,HB,Started,70,,,
1020,7.0,2023-04-23,Darragh Lyons,Waterford,Limerick,Championship,M,Started,70,,,
1021,7.0,2023-04-23,Jamie Barron,Waterford,Limerick,Championship,M,Started,70,1.0,,
1022,7.0,2023-04-23,Neil Montgomery,Waterford,Limerick,Championship,HF,Started,60,,,
1023,7.0,2023-04-23,Dessie Hutchinson,Waterford,Limerick,Championship,HF,Started,70,3.0,,
1024,7.0,2023-04-23,Michael Kiely,Waterford,Limerick,Championship,HF,Started,70,,,
1025,7.0,2023-04-23,Colin Dunford,Waterford,Limerick,Championship,FF,Started,50,,,
1026,7.0,2023-04-23,Stephen Bennett,Waterford,Limerick,Championship,FF,Started,70,2.0,10.0,
1027,7.0,2023-04-23,Jack Prendergast,Waterford,Limerick,Championship,FF,Started,60,,,
1028,7.0,2023-04-23,Tom Barron,Waterford,Limerick,Championship,HB,Sub,48,,,
1029,7.0,2023-04-23,Austin Gleeson,Waterford,Limerick,Championship,FF,Sub,20,1.0,,
1030,7.0,2023-04-23,Paudie Fitzgerald,Waterford,Limerick,Championship,FF,Sub,10,,,
1031,7.0,2023-04-23,Patrick Fitzgerald,Waterford,Limerick,Championship,HF,Sub,10,1.0,,
1032,7.0,2023-04-23,Nicky Quaid,Limerick,Waterford,Championship,G,Started,70,,,
1033,7.0,2023-04-23,Sean Finn,Limerick,Waterford,Championship,FB,Started,70,,,
1034,7.0,2023-04-23,Dan Morrissey,Limerick,Waterford,Championship,FB,Started,70,,,
1035,7.0,2023-04-23,Barry Nash,Limerick,Waterford,Championship,FB,Started,70,1.0,,
1036,7.0,2023-04-23,Diarmuid Byrnes,Limerick,Waterford,Championship,HB,Started,70,1.0,2.0,
1037,7.0,2023-04-23,Declan Hannon,Limerick,Waterford,Championship,HB,Started,14,,,
1038,7.0,2023-04-23,Kyle Hayes,Limerick,Waterford,Championship,HB,Started,70,,,
1039,7.0,2023-04-23,Darragh O Donovan,Limerick,Waterford,Championship,M,Started,70,,,
1040,7.0,2023-04-23,Will O Donoghue,Limerick,Waterford,Championship,M,Started,67,,,
1041,7.0,2023-04-23,Gearoid Hegarty,Limerick,Waterford,Championship,HF,Started,70,2.0,,
1042,7.0,2023-04-23,Cian Lynch,Limerick,Waterford,Championship,HF,Started,70,,,
1043,7.0,2023-04-23,Tom Morrissey,Limerick,Waterford,Championship,HF,Started,70,2.0,,
1044,7.0,2023-04-23,Aaron Gillane,Limerick,Waterford,Championship,FF,Started,70,2.0,5.0,
1045,7.0,2023-04-23,Seamus Flanagan,Limerick,Waterford,Championship,FF,Started,59,1.0,,1.0
1046,7.0,2023-04-23,Peter Casey,Limerick,Waterford,Championship,FF,Started,69,2.0,,
1047,7.0,2023-04-23,Mike Casey,Limerick,Waterford,Championship,HB,Sub,56,,,
1048,7.0,2023-04-23,Cathal O'Neill,Limerick,Waterford,Championship,FF,Sub,11,,,
1049,7.0,2023-04-23,David Reidy,Limerick,Waterford,Championship,M,Sub,3,,,
1050,7.0,2023-04-23,Conor Boylan,Limerick,Waterford,Championship,FF,Sub,1,,,
